Sum of Andhra_Pradesh,Sum of Arunachal_Pradesh,Sum of Assam,Sum of Bihar,Sum of Chandigarh,Sum of Chhattisgarh,Sum of Delhi,Sum of DNH,Sum of Goa,Sum of Gujarat,Sum of Haryana,Sum of HP,Sum of J_and_K,Sum of Jharkhand,Sum of Karnataka,Sum of Kerala,Sum of Maharashtra,Sum of Manipur,Sum of Meghalaya,Sum of Mizoram,Sum of MP,Sum of Odisha,Sum of Nagaland,Sum of Pondy,Sum of Rajasthan,Sum of Sikkim,Sum of Tamil_Nadu,Sum of Telangana,Sum of Tripura,Sum of UP,Sum of Uttarakhand,Sum of West_Bengal
88604.3999786377,1060.8999928236008,12554.899997711182,41829.19995880127,2083.1999967098236,42190.19998550415,41940.499980926514,8264.600031971931,5579.8999881744385,162488.89973449707,69581.79991912842,13363.800006866455,22264.80006790161,11992.799982070923,102665.70002746582,36312.79996109009,217079.80004882812,1254.7999997138977,2838.799998521805,858.3000017404556,104766.40010070801,40473.70007324219,1087.6999896764755,3758.8999948501587,109876.9999923706,648.5999989807606,151271.50007629395,94065.29992675781,2055.000000357628,157960.30001831055,18186.999996185303,69770.19993591309
