Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J_and_K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra_Pradesh,Telangana,Karnataka,Kerala,Tamil_Nadu,Pondy,Bihar,Jharkhand,Odisha,West_Bengal,Sikkim,Arunachal_Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
70996.20000839233,69581.79991912842,109876.9999923706,41940.499980926514,157960.30001831055,18186.999996185303,13363.800006866455,22264.80006790161,2083.1999967098236,42190.19998550415,162488.89973449707,104766.40010070801,217079.80004882812,5579.8999881744385,8264.600031971931,88604.3999786377,94065.29992675781,102665.70002746582,36312.79996109009,151271.50007629395,3758.8999948501587,41829.19995880127,11992.799982070923,40473.70007324219,69770.19993591309,648.5999989807606,1060.8999928236008,12554.899997711182,1254.7999997138977,2838.799998521805,858.3000017404556,1087.6999896764755,2055.000000357628
